task_id,user_id,assignment_id,title,category,priority,time_allocated,status
547,279,2622,Complete assignment #2622,school,high,90,completed
548,279,2674,Complete assignment #2674,school,high,60,completed
549,279,2675,Complete assignment #2675,school,high,45,completed
550,279,2681,Complete assignment #2681,school,high,30,not_started
551,279,2682,Complete assignment #2682,school,low,45,not_started
552,279,2683,Complete assignment #2683,school,low,45,completed
553,279,,Call family,personal,medium,30,completed
554,279,,Club meeting,extracurricular,high,45,in_progress
555,279,,Workout,personal,medium,60,not_started
556,280,773,Complete assignment #773,school,medium,90,completed
557,280,774,Complete assignment #774,school,low,120,not_started
558,280,775,Complete assignment #775,school,high,60,completed
559,280,776,Complete assignment #776,school,high,45,completed
560,280,777,Complete assignment #777,school,high,120,completed
561,280,778,Complete assignment #778,school,medium,45,in_progress
562,280,,Club meeting,extracurricular,high,30,not_started
563,280,,Submit timesheet,work,low,90,in_progress
564,280,,Club meeting,extracurricular,medium,45,completed
565,280,,Freelance project,work,medium,15,not_started
566,280,,Team meeting prep,work,low,15,not_started
567,281,2127,Complete assignment #2127,school,high,60,in_progress
568,281,2128,Complete assignment #2128,school,medium,30,in_progress
569,281,2112,Complete assignment #2112,school,high,120,completed
570,281,2113,Complete assignment #2113,school,high,60,completed
571,281,2114,Complete assignment #2114,school,low,45,in_progress
572,281,2115,Complete assignment #2115,school,medium,45,in_progress
573,281,2116,Complete assignment #2116,school,high,120,in_progress
574,281,2096,Complete assignment #2096,school,medium,90,in_progress
575,281,2097,Complete assignment #2097,school,medium,30,completed
576,281,2098,Complete assignment #2098,school,high,45,completed
577,281,,Rehearsal,extracurricular,high,45,not_started
578,281,,Laundry,personal,medium,30,completed
579,281,,Organize fundraiser,extracurricular,low,60,completed
580,282,1743,Complete assignment #1743,school,medium,120,not_started
581,282,1744,Complete assignment #1744,school,medium,120,completed
582,282,1745,Complete assignment #1745,school,low,60,completed
583,282,1746,Complete assignment #1746,school,low,60,in_progress
584,282,1747,Complete assignment #1747,school,medium,30,completed
585,282,1748,Complete assignment #1748,school,low,45,completed
586,282,1768,Complete assignment #1768,school,low,120,not_started
587,282,1769,Complete assignment #1769,school,high,60,in_progress
588,282,1770,Complete assignment #1770,school,medium,30,completed
589,282,1771,Complete assignment #1771,school,medium,120,completed
590,282,1772,Complete assignment #1772,school,low,90,in_progress
591,282,1773,Complete assignment #1773,school,high,120,completed
592,282,1780,Complete assignment #1780,school,medium,30,completed
593,282,1781,Complete assignment #1781,school,high,30,completed
594,282,1782,Complete assignment #1782,school,high,120,completed
595,282,1783,Complete assignment #1783,school,low,120,completed
596,282,1784,Complete assignment #1784,school,low,120,in_progress
597,282,,Meal prep,personal,low,30,not_started
598,282,,Submit timesheet,work,medium,15,in_progress
599,282,,Volunteer event,extracurricular,medium,15,in_progress
600,283,538,Complete assignment #538,school,high,45,completed
601,283,539,Complete assignment #539,school,low,60,not_started
602,283,540,Complete assignment #540,school,medium,60,not_started
603,283,541,Complete assignment #541,school,high,120,in_progress
604,283,542,Complete assignment #542,school,medium,120,completed
605,283,523,Complete assignment #523,school,low,90,completed
606,283,524,Complete assignment #524,school,medium,30,in_progress
607,283,525,Complete assignment #525,school,high,90,in_progress
608,283,526,Complete assignment #526,school,medium,30,not_started
609,283,527,Complete assignment #527,school,high,45,in_progress
610,283,528,Complete assignment #528,school,low,30,in_progress
611,283,529,Complete assignment #529,school,low,30,in_progress
612,283,530,Complete assignment #530,school,low,90,not_started
613,283,531,Complete assignment #531,school,medium,30,not_started
614,283,532,Complete assignment #532,school,high,60,not_started
615,283,589,Complete assignment #589,school,medium,60,not_started
616,283,590,Complete assignment #590,school,medium,45,in_progress
617,283,591,Complete assignment #591,school,medium,30,completed
618,283,592,Complete assignment #592,school,high,90,not_started
619,283,593,Complete assignment #593,school,medium,90,not_started
620,283,594,Complete assignment #594,school,high,45,not_started
621,283,,Freelance project,work,medium,60,completed
622,283,,Freelance project,work,high,30,completed
623,283,,Call family,personal,low,60,in_progress
624,283,,Volunteer event,extracurricular,medium,60,completed
625,284,745,Complete assignment #745,school,high,90,not_started
626,284,746,Complete assignment #746,school,low,30,not_started
627,284,747,Complete assignment #747,school,medium,120,not_started
628,284,748,Complete assignment #748,school,high,45,not_started
629,284,749,Complete assignment #749,school,medium,90,completed
630,284,755,Complete assignment #755,school,high,30,in_progress
631,284,756,Complete assignment #756,school,medium,60,in_progress
632,284,757,Complete assignment #757,school,medium,45,completed
633,284,739,Complete assignment #739,school,high,120,not_started
634,284,740,Complete assignment #740,school,medium,30,completed
635,284,741,Complete assignment #741,school,high,45,completed
636,284,742,Complete assignment #742,school,medium,45,in_progress
637,284,743,Complete assignment #743,school,low,120,completed
638,284,744,Complete assignment #744,school,low,120,completed
639,284,715,Complete assignment #715,school,low,45,not_started
640,284,716,Complete assignment #716,school,medium,30,not_started
641,284,717,Complete assignment #717,school,low,45,in_progress
642,284,718,Complete assignment #718,school,high,45,not_started
643,284,719,Complete assignment #719,school,low,90,in_progress
644,284,720,Complete assignment #720,school,medium,45,not_started
645,284,729,Complete assignment #729,school,medium,90,not_started
646,284,730,Complete assignment #730,school,medium,30,in_progress
647,284,731,Complete assignment #731,school,medium,60,not_started
648,284,732,Complete assignment #732,school,medium,90,not_started
649,284,,Shift at cafe,work,low,15,completed
650,284,,Volunteer event,extracurricular,medium,60,in_progress
651,285,2419,Complete assignment #2419,school,high,30,in_progress
652,285,2420,Complete assignment #2420,school,medium,90,in_progress
653,285,2421,Complete assignment #2421,school,medium,30,not_started
654,285,2346,Complete assignment #2346,school,low,120,completed
655,285,2347,Complete assignment #2347,school,low,60,in_progress
656,285,2348,Complete assignment #2348,school,medium,120,in_progress
657,285,2365,Complete assignment #2365,school,medium,45,completed
658,285,2366,Complete assignment #2366,school,low,120,in_progress
659,285,2367,Complete assignment #2367,school,low,45,completed
660,285,2368,Complete assignment #2368,school,high,30,not_started
661,285,2369,Complete assignment #2369,school,high,45,not_started
662,285,2370,Complete assignment #2370,school,medium,30,not_started
663,285,2406,Complete assignment #2406,school,high,120,in_progress
664,285,2407,Complete assignment #2407,school,high,90,completed
665,285,2408,Complete assignment #2408,school,low,120,completed
666,285,2409,Complete assignment #2409,school,low,45,not_started
667,285,2410,Complete assignment #2410,school,high,60,completed
668,285,,Organize fundraiser,extracurricular,high,15,completed
669,285,,Team meeting prep,work,medium,90,completed
670,285,,Grocery shopping,personal,low,90,in_progress
671,285,,Update resume,work,low,90,not_started
672,286,872,Complete assignment #872,school,high,45,completed
673,286,873,Complete assignment #873,school,medium,90,completed
674,286,874,Complete assignment #874,school,high,30,not_started
675,286,875,Complete assignment #875,school,high,90,in_progress
676,286,876,Complete assignment #876,school,medium,90,completed
677,286,877,Complete assignment #877,school,low,45,not_started
678,286,913,Complete assignment #913,school,high,45,in_progress
679,286,914,Complete assignment #914,school,low,120,in_progress
680,286,915,Complete assignment #915,school,high,120,not_started
681,286,916,Complete assignment #916,school,low,60,completed
682,286,900,Complete assignment #900,school,high,30,not_started
683,286,901,Complete assignment #901,school,low,120,not_started
684,286,902,Complete assignment #902,school,low,45,completed
685,286,903,Complete assignment #903,school,medium,45,not_started
686,286,904,Complete assignment #904,school,low,45,completed
687,286,944,Complete assignment #944,school,low,120,not_started
688,286,945,Complete assignment #945,school,high,60,completed
689,286,,Club meeting,extracurricular,high,90,in_progress
690,286,,Team meeting prep,work,high,45,in_progress
691,286,,Shift at cafe,work,medium,30,completed
692,286,,Volunteer event,extracurricular,medium,15,completed
693,287,477,Complete assignment #477,school,high,30,completed
694,287,478,Complete assignment #478,school,high,90,completed
695,287,464,Complete assignment #464,school,medium,120,in_progress
696,287,465,Complete assignment #465,school,medium,45,in_progress
697,287,508,Complete assignment #508,school,low,120,completed
698,287,509,Complete assignment #509,school,medium,45,in_progress
699,287,510,Complete assignment #510,school,high,90,in_progress
700,287,511,Complete assignment #511,school,medium,30,in_progress
701,287,512,Complete assignment #512,school,medium,45,completed
702,287,,Submit timesheet,work,medium,30,completed
703,287,,Update resume,work,low,30,completed
704,287,,Meal prep,personal,low,15,not_started
705,288,1513,Complete assignment #1513,school,medium,45,in_progress
706,288,1514,Complete assignment #1514,school,high,90,not_started
707,288,1515,Complete assignment #1515,school,high,45,completed
708,288,1516,Complete assignment #1516,school,low,120,not_started
709,288,1517,Complete assignment #1517,school,medium,30,not_started
710,288,1518,Complete assignment #1518,school,low,30,not_started
711,288,1546,Complete assignment #1546,school,low,60,not_started
712,288,1547,Complete assignment #1547,school,high,120,not_started
713,288,1548,Complete assignment #1548,school,low,30,in_progress
714,288,1549,Complete assignment #1549,school,medium,30,not_started
715,288,1550,Complete assignment #1550,school,medium,120,completed
716,288,,Practice session,extracurricular,medium,30,not_started
717,288,,Laundry,personal,medium,90,not_started
718,288,,Shift at cafe,work,high,45,not_started
719,289,2712,Complete assignment #2712,school,medium,45,not_started
720,289,2713,Complete assignment #2713,school,low,30,not_started
721,289,2726,Complete assignment #2726,school,medium,45,in_progress
722,289,2727,Complete assignment #2727,school,medium,45,completed
723,289,2728,Complete assignment #2728,school,high,90,completed
724,289,2729,Complete assignment #2729,school,high,30,in_progress
725,289,2756,Complete assignment #2756,school,low,45,not_started
726,289,2757,Complete assignment #2757,school,medium,60,not_started
727,289,2709,Complete assignment #2709,school,medium,30,in_progress
728,289,2710,Complete assignment #2710,school,low,30,completed
729,289,2711,Complete assignment #2711,school,low,90,in_progress
730,289,2758,Complete assignment #2758,school,high,45,completed
731,289,2759,Complete assignment #2759,school,low,60,completed
732,289,2760,Complete assignment #2760,school,medium,60,completed
733,289,2761,Complete assignment #2761,school,medium,90,completed
734,289,2762,Complete assignment #2762,school,medium,30,completed
735,289,,Workout,personal,medium,30,in_progress
736,289,,Clean apartment,personal,low,15,completed
737,289,,Call family,personal,low,15,in_progress
738,290,2382,Complete assignment #2382,school,low,45,completed
739,290,2383,Complete assignment #2383,school,medium,60,in_progress
740,290,2384,Complete assignment #2384,school,medium,90,completed
741,290,2385,Complete assignment #2385,school,high,60,not_started
742,290,2386,Complete assignment #2386,school,high,45,in_progress
743,290,2377,Complete assignment #2377,school,high,90,in_progress
744,290,2378,Complete assignment #2378,school,medium,120,in_progress
745,290,2379,Complete assignment #2379,school,low,90,not_started
746,290,2380,Complete assignment #2380,school,high,90,in_progress
747,290,2381,Complete assignment #2381,school,high,45,completed
748,290,,Club meeting,extracurricular,low,15,in_progress
749,290,,Volunteer event,extracurricular,low,15,completed
750,290,,Volunteer event,extracurricular,medium,60,not_started
751,291,1175,Complete assignment #1175,school,high,90,not_started
752,291,1176,Complete assignment #1176,school,low,30,completed
753,291,1177,Complete assignment #1177,school,low,45,in_progress
754,291,1178,Complete assignment #1178,school,low,90,in_progress
755,291,1179,Complete assignment #1179,school,high,30,completed
756,291,1197,Complete assignment #1197,school,low,90,completed
757,291,1198,Complete assignment #1198,school,low,30,not_started
758,291,1199,Complete assignment #1199,school,low,30,not_started
759,291,1200,Complete assignment #1200,school,low,120,completed
760,291,1180,Complete assignment #1180,school,medium,45,completed
761,291,1181,Complete assignment #1181,school,medium,45,completed
762,291,1182,Complete assignment #1182,school,high,60,in_progress
763,291,1183,Complete assignment #1183,school,high,60,in_progress
764,291,1184,Complete assignment #1184,school,high,30,not_started
765,291,1185,Complete assignment #1185,school,low,30,completed
766,291,,Workout,personal,high,30,not_started
767,291,,Organize fundraiser,extracurricular,high,45,completed
768,292,1025,Complete assignment #1025,school,high,60,completed
769,292,1026,Complete assignment #1026,school,medium,45,not_started
770,292,1035,Complete assignment #1035,school,low,120,in_progress
771,292,1036,Complete assignment #1036,school,low,45,in_progress
772,292,1037,Complete assignment #1037,school,low,45,in_progress
773,292,1038,Complete assignment #1038,school,high,120,completed
774,292,983,Complete assignment #983,school,low,90,in_progress
775,292,984,Complete assignment #984,school,high,90,completed
776,292,985,Complete assignment #985,school,low,30,completed
777,292,986,Complete assignment #986,school,high,90,not_started
778,292,1015,Complete assignment #1015,school,low,30,not_started
779,292,1016,Complete assignment #1016,school,high,60,not_started
780,292,1017,Complete assignment #1017,school,medium,45,in_progress
781,292,1018,Complete assignment #1018,school,low,45,in_progress
782,292,,Submit timesheet,work,low,15,not_started
783,292,,Submit timesheet,work,high,15,completed
784,292,,Club meeting,extracurricular,low,45,not_started
785,292,,Club meeting,extracurricular,medium,45,completed
786,293,516,Complete assignment #516,school,high,45,in_progress
787,293,517,Complete assignment #517,school,medium,60,completed
788,293,518,Complete assignment #518,school,high,30,in_progress
789,293,589,Complete assignment #589,school,high,120,not_started
790,293,590,Complete assignment #590,school,low,30,in_progress
791,293,591,Complete assignment #591,school,medium,90,in_progress
792,293,592,Complete assignment #592,school,low,60,not_started
793,293,593,Complete assignment #593,school,high,90,not_started
794,293,594,Complete assignment #594,school,high,30,completed
795,293,,Freelance project,work,high,30,completed
796,293,,Meal prep,personal,high,90,completed
797,293,,Organize fundraiser,extracurricular,low,45,in_progress
798,294,960,Complete assignment #960,school,high,90,not_started
799,294,961,Complete assignment #961,school,high,90,not_started
800,294,962,Complete assignment #962,school,high,120,not_started
801,294,963,Complete assignment #963,school,low,120,completed
802,294,964,Complete assignment #964,school,medium,30,completed
803,294,991,Complete assignment #991,school,low,60,in_progress
804,294,992,Complete assignment #992,school,low,90,not_started
805,294,993,Complete assignment #993,school,medium,45,completed
806,294,994,Complete assignment #994,school,low,30,not_started
807,294,,Club meeting,extracurricular,low,30,completed
808,294,,Practice session,extracurricular,medium,45,completed
809,294,,Volunteer event,extracurricular,low,90,in_progress
810,294,,Practice session,extracurricular,medium,60,completed
811,295,2616,Complete assignment #2616,school,high,45,in_progress
812,295,2617,Complete assignment #2617,school,high,120,completed
813,295,2618,Complete assignment #2618,school,medium,30,completed
814,295,2619,Complete assignment #2619,school,high,90,not_started
815,295,2658,Complete assignment #2658,school,high,30,completed
816,295,2659,Complete assignment #2659,school,high,30,completed
817,295,2660,Complete assignment #2660,school,low,120,not_started
818,295,2661,Complete assignment #2661,school,low,60,in_progress
819,295,2674,Complete assignment #2674,school,high,90,completed
820,295,2675,Complete assignment #2675,school,low,90,completed
821,295,,Organize fundraiser,extracurricular,medium,90,completed
822,295,,Club meeting,extracurricular,low,30,completed
823,296,2326,Complete assignment #2326,school,medium,90,not_started
824,296,2327,Complete assignment #2327,school,medium,30,in_progress
825,296,2328,Complete assignment #2328,school,high,90,not_started
826,296,2329,Complete assignment #2329,school,high,90,not_started
827,296,2330,Complete assignment #2330,school,medium,30,in_progress
828,296,2309,Complete assignment #2309,school,medium,45,completed
829,296,2310,Complete assignment #2310,school,medium,120,not_started
830,296,2311,Complete assignment #2311,school,high,90,not_started
831,296,2312,Complete assignment #2312,school,medium,90,completed
832,296,2313,Complete assignment #2313,school,low,30,not_started
833,296,2314,Complete assignment #2314,school,low,90,not_started
834,296,2295,Complete assignment #2295,school,high,45,not_started
835,296,2296,Complete assignment #2296,school,low,60,in_progress
836,296,2297,Complete assignment #2297,school,medium,90,completed
837,296,2298,Complete assignment #2298,school,high,45,completed
838,296,2293,Complete assignment #2293,school,medium,45,completed
839,296,2294,Complete assignment #2294,school,low,90,in_progress
840,296,,Freelance project,work,medium,60,in_progress
841,296,,Laundry,personal,low,60,in_progress
842,296,,Meal prep,personal,medium,15,completed
843,296,,Workout,personal,low,90,completed
844,297,82,Complete assignment #82,school,medium,60,not_started
845,297,83,Complete assignment #83,school,medium,45,in_progress
846,297,84,Complete assignment #84,school,medium,30,completed
847,297,85,Complete assignment #85,school,high,90,not_started
848,297,86,Complete assignment #86,school,high,30,completed
849,297,69,Complete assignment #69,school,low,90,completed
850,297,70,Complete assignment #70,school,high,30,not_started
851,297,71,Complete assignment #71,school,high,45,in_progress
852,297,,Clean apartment,personal,low,45,not_started
853,297,,Submit timesheet,work,low,45,completed
854,297,,Update resume,work,medium,90,completed
855,298,2281,Complete assignment #2281,school,low,90,completed
856,298,2282,Complete assignment #2282,school,medium,90,in_progress
857,298,2261,Complete assignment #2261,school,medium,120,in_progress
858,298,2262,Complete assignment #2262,school,medium,30,completed
859,298,2263,Complete assignment #2263,school,medium,90,in_progress
860,298,2264,Complete assignment #2264,school,high,120,not_started
861,298,2283,Complete assignment #2283,school,medium,90,not_started
862,298,2284,Complete assignment #2284,school,high,90,completed
863,298,2285,Complete assignment #2285,school,high,120,completed
864,298,,Shift at cafe,work,low,15,completed
865,298,,Club meeting,extracurricular,medium,90,completed
866,299,763,Complete assignment #763,school,low,90,in_progress
867,299,764,Complete assignment #764,school,low,60,completed
868,299,765,Complete assignment #765,school,low,45,completed
869,299,766,Complete assignment #766,school,high,90,not_started
870,299,724,Complete assignment #724,school,medium,30,in_progress
871,299,725,Complete assignment #725,school,medium,90,completed
872,299,726,Complete assignment #726,school,high,90,not_started
873,299,727,Complete assignment #727,school,medium,45,in_progress
874,299,728,Complete assignment #728,school,medium,60,in_progress
875,299,,Workout,personal,low,60,not_started
876,299,,Freelance project,work,medium,90,completed
877,299,,Call family,personal,medium,30,completed
878,299,,Volunteer event,extracurricular,high,60,not_started
879,299,,Clean apartment,personal,low,90,in_progress
880,300,1108,Complete assignment #1108,school,high,90,completed
881,300,1109,Complete assignment #1109,school,low,90,completed
882,300,1110,Complete assignment #1110,school,high,45,in_progress
883,300,1111,Complete assignment #1111,school,low,45,in_progress
884,300,1112,Complete assignment #1112,school,high,120,completed
885,300,1083,Complete assignment #1083,school,high,60,completed
886,300,1084,Complete assignment #1084,school,low,60,not_started
887,300,1090,Complete assignment #1090,school,low,30,in_progress
888,300,1091,Complete assignment #1091,school,high,120,not_started
889,300,,Clean apartment,personal,low,30,completed
890,300,,Laundry,personal,medium,30,not_started
891,301,649,Complete assignment #649,school,low,60,not_started
892,301,650,Complete assignment #650,school,low,90,completed
893,301,664,Complete assignment #664,school,high,30,not_started
894,301,665,Complete assignment #665,school,low,30,completed
895,301,666,Complete assignment #666,school,high,30,not_started
896,301,667,Complete assignment #667,school,high,30,not_started
897,301,,Volunteer event,extracurricular,low,15,in_progress
898,301,,Volunteer event,extracurricular,medium,15,in_progress
899,301,,Team meeting prep,work,low,60,completed
900,301,,Freelance project,work,high,60,in_progress
901,302,965,Complete assignment #965,school,medium,90,completed
902,302,966,Complete assignment #966,school,low,60,not_started
903,302,967,Complete assignment #967,school,low,120,completed
904,302,968,Complete assignment #968,school,low,30,completed
905,302,989,Complete assignment #989,school,medium,90,completed
906,302,990,Complete assignment #990,school,high,120,not_started
907,302,969,Complete assignment #969,school,high,60,completed
908,302,970,Complete assignment #970,school,low,120,not_started
909,302,971,Complete assignment #971,school,low,120,in_progress
910,302,972,Complete assignment #972,school,low,45,completed
911,302,973,Complete assignment #973,school,low,45,not_started
912,302,974,Complete assignment #974,school,low,45,not_started
913,302,,Practice session,extracurricular,medium,30,completed
914,302,,Rehearsal,extracurricular,high,45,in_progress
915,302,,Organize fundraiser,extracurricular,high,60,completed
916,303,623,Complete assignment #623,school,medium,45,not_started
917,303,624,Complete assignment #624,school,high,60,completed
918,303,625,Complete assignment #625,school,low,120,completed
919,303,626,Complete assignment #626,school,high,60,not_started
920,303,627,Complete assignment #627,school,low,90,in_progress
921,303,668,Complete assignment #668,school,medium,90,in_progress
922,303,669,Complete assignment #669,school,medium,60,completed
923,303,670,Complete assignment #670,school,high,90,in_progress
924,303,688,Complete assignment #688,school,high,60,in_progress
925,303,689,Complete assignment #689,school,high,30,in_progress
926,303,690,Complete assignment #690,school,low,120,not_started
927,303,691,Complete assignment #691,school,medium,60,completed
928,303,615,Complete assignment #615,school,high,120,in_progress
929,303,616,Complete assignment #616,school,low,30,not_started
930,303,617,Complete assignment #617,school,medium,90,completed
931,303,618,Complete assignment #618,school,medium,45,not_started
932,303,619,Complete assignment #619,school,high,60,in_progress
933,303,620,Complete assignment #620,school,medium,30,not_started
934,303,649,Complete assignment #649,school,high,30,completed
935,303,650,Complete assignment #650,school,low,90,in_progress
936,303,,Submit timesheet,work,low,60,in_progress
937,303,,Submit timesheet,work,low,15,completed
938,303,,Meal prep,personal,high,15,completed
939,303,,Clean apartment,personal,high,60,in_progress
940,304,1052,Complete assignment #1052,school,medium,45,not_started
941,304,1053,Complete assignment #1053,school,medium,90,not_started
942,304,1054,Complete assignment #1054,school,medium,90,not_started
943,304,1055,Complete assignment #1055,school,medium,45,completed
944,304,1039,Complete assignment #1039,school,high,90,not_started
945,304,1040,Complete assignment #1040,school,low,60,not_started
946,304,1056,Complete assignment #1056,school,high,30,completed
947,304,1057,Complete assignment #1057,school,medium,45,completed
948,304,1058,Complete assignment #1058,school,medium,30,completed
949,304,1059,Complete assignment #1059,school,high,30,in_progress
950,304,1060,Complete assignment #1060,school,low,30,in_progress
951,304,,Call family,personal,medium,45,completed
952,304,,Club meeting,extracurricular,high,45,in_progress
953,304,,Team meeting prep,work,medium,60,in_progress
954,304,,Grocery shopping,personal,medium,90,not_started
955,304,,Shift at cafe,work,low,30,not_started
956,305,2719,Complete assignment #2719,school,medium,90,not_started
957,305,2720,Complete assignment #2720,school,low,45,completed
958,305,2756,Complete assignment #2756,school,medium,120,completed
959,305,2757,Complete assignment #2757,school,high,30,not_started
960,305,,Shift at cafe,work,medium,15,in_progress
961,305,,Meal prep,personal,medium,45,completed
962,306,1948,Complete assignment #1948,school,low,120,in_progress
963,306,1949,Complete assignment #1949,school,low,60,completed
964,306,1920,Complete assignment #1920,school,high,90,completed
965,306,1921,Complete assignment #1921,school,high,30,in_progress
966,306,1909,Complete assignment #1909,school,low,120,in_progress
967,306,1910,Complete assignment #1910,school,medium,60,in_progress
968,306,1911,Complete assignment #1911,school,high,90,not_started
969,306,1912,Complete assignment #1912,school,medium,60,completed
970,306,1913,Complete assignment #1913,school,medium,120,completed
971,306,1914,Complete assignment #1914,school,low,45,completed
972,306,1932,Complete assignment #1932,school,low,90,not_started
973,306,1933,Complete assignment #1933,school,low,45,in_progress
974,306,1934,Complete assignment #1934,school,medium,45,in_progress
975,306,,Submit timesheet,work,high,90,completed
976,306,,Organize fundraiser,extracurricular,high,30,completed
977,306,,Freelance project,work,low,45,in_progress
978,306,,Rehearsal,extracurricular,high,30,completed
979,307,2553,Complete assignment #2553,school,low,30,not_started
980,307,2554,Complete assignment #2554,school,low,60,completed
981,307,2555,Complete assignment #2555,school,high,30,not_started
982,307,2556,Complete assignment #2556,school,low,30,not_started
983,307,2557,Complete assignment #2557,school,medium,45,not_started
984,307,2528,Complete assignment #2528,school,medium,120,in_progress
985,307,2529,Complete assignment #2529,school,medium,30,completed
986,307,2530,Complete assignment #2530,school,low,60,in_progress
987,307,2531,Complete assignment #2531,school,low,90,in_progress
988,307,2532,Complete assignment #2532,school,high,60,not_started
989,307,2519,Complete assignment #2519,school,medium,60,not_started
990,307,2520,Complete assignment #2520,school,high,90,completed
991,307,2521,Complete assignment #2521,school,medium,45,not_started
992,307,2522,Complete assignment #2522,school,medium,45,in_progress
993,307,,Clean apartment,personal,low,15,completed
994,307,,Freelance project,work,low,15,completed
995,307,,Call family,personal,low,15,completed
996,307,,Volunteer event,extracurricular,high,60,in_progress
997,307,,Freelance project,work,high,45,in_progress
998,308,135,Complete assignment #135,school,low,45,in_progress
999,308,136,Complete assignment #136,school,medium,120,not_started
1000,308,137,Complete assignment #137,school,low,30,not_started
1001,308,111,Complete assignment #111,school,high,120,in_progress
1002,308,112,Complete assignment #112,school,medium,45,not_started
1003,308,113,Complete assignment #113,school,high,30,not_started
1004,308,114,Complete assignment #114,school,medium,90,not_started
1005,308,145,Complete assignment #145,school,low,90,in_progress
1006,308,146,Complete assignment #146,school,low,45,completed
1007,308,147,Complete assignment #147,school,low,45,completed
1008,308,148,Complete assignment #148,school,low,120,in_progress
1009,308,149,Complete assignment #149,school,medium,120,not_started
1010,308,93,Complete assignment #93,school,low,90,not_started
1011,308,94,Complete assignment #94,school,low,120,completed
1012,308,95,Complete assignment #95,school,medium,45,in_progress
1013,308,96,Complete assignment #96,school,low,45,completed
1014,308,,Practice session,extracurricular,medium,60,completed
1015,308,,Call family,personal,high,60,in_progress
1016,309,1027,Complete assignment #1027,school,medium,30,completed
1017,309,1028,Complete assignment #1028,school,medium,60,completed
1018,309,1031,Complete assignment #1031,school,high,120,in_progress
1019,309,1032,Complete assignment #1032,school,medium,120,completed
1020,309,1033,Complete assignment #1033,school,low,45,completed
1021,309,1034,Complete assignment #1034,school,low,45,in_progress
1022,309,969,Complete assignment #969,school,low,45,in_progress
1023,309,970,Complete assignment #970,school,high,90,in_progress
1024,309,971,Complete assignment #971,school,high,30,not_started
1025,309,972,Complete assignment #972,school,medium,30,completed
1026,309,973,Complete assignment #973,school,high,120,completed
1027,309,974,Complete assignment #974,school,medium,120,not_started
1028,309,1015,Complete assignment #1015,school,high,60,completed
1029,309,1016,Complete assignment #1016,school,medium,120,in_progress
1030,309,1017,Complete assignment #1017,school,medium,60,not_started
1031,309,1018,Complete assignment #1018,school,high,120,completed
1032,309,,Organize fundraiser,extracurricular,high,45,in_progress
1033,309,,Team meeting prep,work,high,30,in_progress
1034,310,1104,Complete assignment #1104,school,low,120,completed
1035,310,1105,Complete assignment #1105,school,high,120,completed
1036,310,1106,Complete assignment #1106,school,medium,90,not_started
1037,310,1107,Complete assignment #1107,school,medium,30,in_progress
1038,310,1085,Complete assignment #1085,school,low,60,completed
1039,310,1086,Complete assignment #1086,school,low,30,in_progress
1040,310,1087,Complete assignment #1087,school,low,90,in_progress
1041,310,1088,Complete assignment #1088,school,low,30,not_started
1042,310,1089,Complete assignment #1089,school,medium,60,completed
1043,310,1041,Complete assignment #1041,school,high,120,not_started
1044,310,1042,Complete assignment #1042,school,low,60,not_started
1045,310,1043,Complete assignment #1043,school,high,45,in_progress
1046,310,1044,Complete assignment #1044,school,low,60,not_started
1047,310,1045,Complete assignment #1045,school,medium,60,not_started
1048,310,1099,Complete assignment #1099,school,high,90,in_progress
1049,310,1100,Complete assignment #1100,school,low,60,completed
1050,310,1101,Complete assignment #1101,school,high,60,not_started
1051,310,1102,Complete assignment #1102,school,medium,60,completed
1052,310,1103,Complete assignment #1103,school,low,45,not_started
1053,310,1061,Complete assignment #1061,school,medium,120,not_started
1054,310,1062,Complete assignment #1062,school,medium,30,not_started
1055,310,1063,Complete assignment #1063,school,high,90,in_progress
1056,310,1064,Complete assignment #1064,school,medium,90,not_started
1057,310,1065,Complete assignment #1065,school,high,90,completed
1058,310,1066,Complete assignment #1066,school,high,60,in_progress
1059,310,,Organize fundraiser,extracurricular,medium,60,not_started
1060,310,,Grocery shopping,personal,medium,15,completed
1061,310,,Call family,personal,low,90,completed
1062,310,,Submit timesheet,work,high,90,completed
1063,310,,Team meeting prep,work,low,60,completed
1064,311,1993,Complete assignment #1993,school,medium,120,in_progress
1065,311,1994,Complete assignment #1994,school,low,30,not_started
1066,311,1995,Complete assignment #1995,school,high,30,in_progress
1067,311,1996,Complete assignment #1996,school,low,60,in_progress
1068,311,1997,Complete assignment #1997,school,high,60,completed
1069,311,2006,Complete assignment #2006,school,low,120,completed
1070,311,2007,Complete assignment #2007,school,high,30,completed
1071,311,2008,Complete assignment #2008,school,high,45,in_progress
1072,311,2009,Complete assignment #2009,school,medium,45,not_started
1073,311,2010,Complete assignment #2010,school,high,45,in_progress
1074,311,2011,Complete assignment #2011,school,medium,30,completed
1075,311,1986,Complete assignment #1986,school,high,45,not_started
1076,311,1987,Complete assignment #1987,school,low,45,completed
1077,311,1988,Complete assignment #1988,school,low,120,not_started
1078,311,1989,Complete assignment #1989,school,low,30,in_progress
1079,311,1990,Complete assignment #1990,school,high,90,in_progress
1080,311,2050,Complete assignment #2050,school,low,60,in_progress
1081,311,2051,Complete assignment #2051,school,low,45,completed
1082,311,2052,Complete assignment #2052,school,high,60,completed
1083,311,2053,Complete assignment #2053,school,high,90,completed
